"Indicator","Country","Year","WHO region","World Bank income group","Display Value","Numeric","Low","High","Comments"
"Crude death rate (per 1000 population)","Italy","2009","Europe","","10","10.00000","","",""
"Cellular subscribers (per 100 population)","Italy","2010","Europe","","150","150.00000","","",""
"Crude birth rate (per 1000 population)","Jamaica","2010","Americas","","18","18.00000","","",""
"Crude death rate (per 1000 population)","Jamaica","2009","Americas","","8","8.00000","","",""
"Cellular subscribers (per 100 population)","Jamaica","2010","Americas","","116","116.00000","","",""
"Crude birth rate (per 1000 population)","Japan","2010","Western Pacific","","8","8.00000","","",""
"Crude death rate (per 1000 population)","Japan","2009","Western Pacific","","9","9.00000","","",""
"Cellular subscribers (per 100 population)","Japan","2010","Western Pacific","","95","95.00000","","",""
"Crude birth rate (per 1000 population)","Jordan","2010","Eastern Mediterranean","","25","25.00000","","",""
"Crude death rate (per 1000 population)","Jordan","2009","Eastern Mediterranean","","5","5.00000","","",""
"Cellular subscribers (per 100 population)","Jordan","2010","Eastern Mediterranean","","107","107.00000","","",""
"Crude birth rate (per 1000 population)","Kazakhstan","2010","Europe","","22","22.00000","","",""
"Crude death rate (per 1000 population)","Kazakhstan","2009","Europe","","12","12.00000","","",""
"Cellular subscribers (per 100 population)","Kazakhstan","2010","Europe","","121","121.00000","","",""
"Crude birth rate (per 1000 population)","Kenya","2010","Africa","","38","38.00000","","",""
"Crude death rate (per 1000 population)","Kenya","2009","Africa","","9","9.00000","","",""
"Cellular subscribers (per 100 population)","Kenya","2010","Africa","","62","62.00000","","",""
"Crude birth rate (per 1000 population)","Kiribati","2010","Western Pacific","","23","23.00000","","",""
"Crude death rate (per 1000 population)","Kiribati","2009","Western Pacific","","7","7.00000","","",""
"Cellular subscribers (per 100 population)","Kiribati","2010","Western Pacific","","10","10.00000","","",""
"Crude birth rate (per 1000 population)","Kuwait","2010","Eastern Mediterranean","","18","18.00000","","",""
"Crude death rate (per 1000 population)","Kuwait","2009","Eastern Mediterranean","","2","2.00000","","",""
"Cellular subscribers (per 100 population)","Kuwait","2010","Eastern Mediterranean","","161","161.00000","","",""
"Crude birth rate (per 1000 population)","Kyrgyzstan","2010","Europe","","24","24.00000","","",""
"Crude death rate (per 1000 population)","Kyrgyzstan","2009","Europe","","8","8.00000","","",""
"Cellular subscribers (per 100 population)","Kyrgyzstan","2010","Europe","","99","99.00000","","",""
"Crude birth rate (per 1000 population)","Lao People's Democratic Republic","2010","Western Pacific","","23","23.00000","","",""
"Crude death rate (per 1000 population)","Lao People's Democratic Republic","2009","Western Pacific","","8","8.00000","","",""
"Cellular subscribers (per 100 population)","Lao People's Democratic Republic","2010","Western Pacific","","65","65.00000","","",""
"Crude birth rate (per 1000 population)","Latvia","2010","Europe","","11","11.00000","","",""
"Crude death rate (per 1000 population)","Latvia","2009","Europe","","15","15.00000","","",""
"Cellular subscribers (per 100 population)","Latvia","2010","Europe","","102","102.00000","","",""
"Crude birth rate (per 1000 population)","Lebanon","2010","Eastern Mediterranean","","15","15.00000","","",""
"Crude death rate (per 1000 population)","Lebanon","2009","Eastern Mediterranean","","6","6.00000","","",""
"Cellular subscribers (per 100 population)","Lebanon","2010","Eastern Mediterranean","","68","68.00000","","",""
"Crude birth rate (per 1000 population)","Lesotho","2010","Africa","","28","28.00000","","",""
"Crude death rate (per 1000 population)","Lesotho","2009","Africa","","15","15.00000","","",""
"Cellular subscribers (per 100 population)","Lesotho","2010","Africa","","45","45.00000","","",""
"Crude birth rate (per 1000 population)","Liberia","2010","Africa","","39","39.00000","","",""
"Crude death rate (per 1000 population)","Liberia","2009","Africa","","11","11.00000","","",""
"Cellular subscribers (per 100 population)","Liberia","2010","Africa","","39","39.00000","","",""
"Crude birth rate (per 1000 population)","Libya","2010","Eastern Mediterranean","","23","23.00000","","",""
"Crude death rate (per 1000 population)","Libya","2009","Eastern Mediterranean","","5","5.00000","","",""
"Cellular subscribers (per 100 population)","Libya","2010","Eastern Mediterranean","","172","172.00000","","",""
"Crude birth rate (per 1000 population)","Lithuania","2010","Europe","","10","10.00000","","",""
"Crude death rate (per 1000 population)","Lithuania","2009","Europe","","12","12.00000","","",""
"Cellular subscribers (per 100 population)","Lithuania","2010","Europe","","147","147.00000","","",""
"Crude birth rate (per 1000 population)","Luxembourg","2010","Europe","","12","12.00000","","",""
"Crude death rate (per 1000 population)","Luxembourg","2009","Europe","","7","7.00000","","",""
"Cellular subscribers (per 100 population)","Luxembourg","2010","Europe","","143","143.00000","","",""
"Crude birth rate (per 1000 population)","Madagascar","2010","Africa","","35","35.00000","","",""
"Crude death rate (per 1000 population)","Madagascar","2009","Africa","","7","7.00000","","",""
"Cellular subscribers (per 100 population)","Madagascar","2010","Africa","","37","37.00000","","",""
"Crude birth rate (per 1000 population)","Malawi","2010","Africa","","44","44.00000","","",""
"Crude death rate (per 1000 population)","Malawi","2009","Africa","","16","16.00000","","",""
"Cellular subscribers (per 100 population)","Malawi","2010","Africa","","20","20.00000","","",""
"Crude birth rate (per 1000 population)","Malaysia","2010","Western Pacific","","20","20.00000","","",""
"Crude death rate (per 1000 population)","Malaysia","2009","Western Pacific","","5","5.00000","","",""
"Cellular subscribers (per 100 population)","Malaysia","2010","Western Pacific","","119","119.00000","","",""
"Crude birth rate (per 1000 population)","Maldives","2010","South-East Asia","","17","17.00000","","",""
"Crude death rate (per 1000 population)","Maldives","2009","South-East Asia","","4","4.00000","","",""
"Cellular subscribers (per 100 population)","Maldives","2010","South-East Asia","","157","157.00000","","",""
"Crude birth rate (per 1000 population)","Mali","2010","Africa","","46","46.00000","","",""
"Crude death rate (per 1000 population)","Mali","2009","Africa","","14","14.00000","","",""
"Cellular subscribers (per 100 population)","Mali","2010","Africa","","48","48.00000","","",""
"Crude birth rate (per 1000 population)","Malta","2010","Europe","","9","9.00000","","",""
"Crude death rate (per 1000 population)","Malta","2009","Europe","","7","7.00000","","",""
"Cellular subscribers (per 100 population)","Malta","2010","Europe","","109","109.00000","","",""
"Crude birth rate (per 1000 population)","Marshall Islands","2010","Western Pacific","","30","30.00000","","",""
"Crude death rate (per 1000 population)","Marshall Islands","2009","Western Pacific","","12","12.00000","","",""
"Cellular subscribers (per 100 population)","Marshall Islands","2010","Western Pacific","","7","7.00000","","",""
"Crude birth rate (per 1000 population)","Mauritania","2010","Africa","","34","34.00000","","",""
"Crude death rate (per 1000 population)","Mauritania","2009","Africa","","10","10.00000","","",""
"Cellular subscribers (per 100 population)","Mauritania","2010","Africa","","79","79.00000","","",""
"Crude birth rate (per 1000 population)","Mauritius","2010","Africa","","13","13.00000","","",""
"Crude death rate (per 1000 population)","Mauritius","2009","Africa","","7","7.00000","","",""
"Cellular subscribers (per 100 population)","Mauritius","2010","Africa","","92","92.00000","","",""
"Crude birth rate (per 1000 population)","Mexico","2010","Americas","","20","20.00000","","",""
"Crude death rate (per 1000 population)","Mexico","2009","Americas","","5","5.00000","","",""
"Cellular subscribers (per 100 population)","Mexico","2010","Americas","","81","81.00000","","",""
"Crude birth rate (per 1000 population)","Micronesia (Federated States of)","2010","Western Pacific","","25","25.00000","","",""
"Crude death rate (per 1000 population)","Micronesia (Federated States of)","2009","Western Pacific","","6","6.00000","","",""
"Cellular subscribers (per 100 population)","Micronesia (Federated States of)","2010","Western Pacific","","25","25.00000","","",""
"Crude birth rate (per 1000 population)","Monaco","2010","Europe","","7","7.00000","","",""
"Crude death rate (per 1000 population)","Monaco","2009","Europe","","8","8.00000","","",""
"Cellular subscribers (per 100 population)","Monaco","2010","Europe","","74","74.00000","","",""
"Crude birth rate (per 1000 population)","Mongolia","2010","Western Pacific","","24","24.00000","","",""
"Crude death rate (per 1000 population)","Mongolia","2009","Western Pacific","","6","6.00000","","",""
"Cellular subscribers (per 100 population)","Mongolia","2010","Western Pacific","","91","91.00000","","",""
"Crude birth rate (per 1000 population)","Montenegro","2010","Europe","","12","12.00000","","",""
"Crude death rate (per 1000 population)","Montenegro","2009","Europe","","10","10.00000","","",""
"Cellular subscribers (per 100 population)","Montenegro","2010","Europe","","185","185.00000","","",""
"Crude birth rate (per 1000 population)","Morocco","2010","Eastern Mediterranean","","20","20.00000","","",""
"Crude death rate (per 1000 population)","Morocco","2009","Eastern Mediterranean","","5","5.00000","","",""
"Cellular subscribers (per 100 population)","Morocco","2010","Eastern Mediterranean","","100","100.00000","","",""
"Crude birth rate (per 1000 population)","Mozambique","2010","Africa","","38","38.00000","","",""
"Crude death rate (per 1000 population)","Mozambique","2009","Africa","","15","15.00000","","",""
"Cellular subscribers (per 100 population)","Mozambique","2010","Africa","","31","31.00000","","",""
"Crude birth rate (per 1000 population)","Myanmar","2010","South-East Asia","","17","17.00000","","",""
"Crude death rate (per 1000 population)","Myanmar","2009","South-East Asia","","9","9.00000","","",""
"Cellular subscribers (per 100 population)","Myanmar","2010","South-East Asia","","1","1.00000","","",""
"Crude birth rate (per 1000 population)","Namibia","2010","Africa","","26","26.00000","","",""
"Crude death rate (per 1000 population)","Namibia","2009","Africa","","11","11.00000","","",""
"Cellular subscribers (per 100 population)","Namibia","2010","Africa","","67","67.00000","","",""
"Crude birth rate (per 1000 population)","Nauru","2010","Western Pacific","","28","28.00000","","",""
"Crude death rate (per 1000 population)","Nauru","2009","Western Pacific","","11","11.00000","","",""
"Cellular subscribers (per 100 population)","Nauru","2010","Western Pacific","","60","60.00000","","",""
"Crude birth rate (per 1000 population)","Nepal","2010","South-East Asia","","24","24.00000","","",""
"Crude death rate (per 1000 population)","Nepal","2009","South-East Asia","","6","6.00000","","",""
"Cellular subscribers (per 100 population)","Nepal","2010","South-East Asia","","31","31.00000","","",""
"Crude birth rate (per 1000 population)","Netherlands","2010","Europe","","11","11.00000","","",""
"Crude death rate (per 1000 population)","Netherlands","2009","Europe","","8","8.00000","","",""
"Cellular subscribers (per 100 population)","Netherlands","2010","Europe","","115","115.00000","","",""
